id,name,address,city,postal_code,stars,review_count,is_open,categories
13640,"""Libre Mexican Cantina""","""11011 W Charleston Blvd""",Las Vegas,89135,4,333,1,Nightlife;Fast Food;Restaurants;Cocktail Bars;Bars;Mexican
13641,"""Tommy Pastrami""","""201 E Washington St, Ste 109""",Phoenix,85004,4.5,150,1,Caterers;Event Planning & Services;Breakfast & Brunch;Sandwiches;Restaurants;American (New);Food;Food Delivery Services;Delis
13642,"""Yusef's Middle Eastern Restaurant Grocery & Deli""","""15236 N Cave Creek Rd""",Phoenix,85032,4,44,1,Grocery;Middle Eastern;Food;Restaurants
13643,"""Independent City Market""","""301 College Street""",Toronto,M5T 1S2,3,3,1,Restaurants;Seafood;Specialty Food;Food;Grocery
13644,"""Wendy's""","""5005 Rue Jean-Talon Ouest""",Saint-Leonard,H1S 1K5,2.5,3,1,Fast Food;Burgers;Restaurants
13645,"""Taco Bell""","""4310 E Craig Road""",Las Vegas,89115,2.5,23,1,Fast Food;Restaurants;Tex-Mex;Mexican;American (New)
13646,"""Wings Express""","""761 S Alma School Rd""",Mesa,85210,3.5,44,1,Restaurants;Barbeque;American (New);Food
13647,"""Boulder Dam Brewing Co.""","""453 Nevada Hwy""",Boulder City,89005,3.5,311,1,Restaurants;American (Traditional);Food;Breweries
13648,"""Rubio's""","""7290 W Lake Mead Blvd, Ste 3""",Las Vegas,89128,4.5,99,1,Salad;Caterers;Event Planning & Services;Mexican;Seafood;Restaurants
13649,"""HoneyBaked Ham""","""5066 West Olive Avenue""",Glendale,85302,3.5,10,1,Cafes;Restaurants;Food;Meat Shops;Specialty Food;Sandwiches;Delis
13650,"""Chipotle Mexican Grill""","""3815 Blue Diamond Rd""",Las Vegas,89139,3,49,1,Restaurants;Mexican;Fast Food
13651,"""Subway""","""1899 Brock Road""",Pickering,L1V 4H7,4,4,1,Sandwiches;Fast Food;Restaurants
13652,"""McDonald's""","""7431 Kingston Road""",Scarborough,M1B 5S3,4.5,5,1,Burgers;Restaurants;Fast Food
13653,"""Tim Hortons""","""323 Rue Jean-Talon Est""",Montréal,H2R 1T2,2.5,6,1,Food;Coffee & Tea;Restaurants;Cafes;Donuts;Breakfast & Brunch;Sandwiches
13654,"""Wafels & More""","""237 Augusta Avenue""",Toronto,M5T 2L8,4.5,37,1,Restaurants;Food;Breakfast & Brunch;Waffles;Desserts
13655,"""Boston Market""","""9361 Mentor Ave""",Mentor,44060,4,4,1,Restaurants;Event Planning & Services;American (Traditional);Comfort Food;Caterers
13656,"""Pizza 216""","""401 Euclid Ave""",Cleveland,44114,4,111,1,Tapas/Small Plates;Restaurants;Bars;Pizza;Food;Fast Food;Nightlife;American (New)
13657,"""Les Vergers Petit Et Fils""","""1020 Chemin de la Montagne""",Mont-Saint-Hilaire,J3G 4S6,3.5,8,1,Creperies;Food;Restaurants
13658,"""Sonic Drive-In""","""2120 E Craig Rd""",Las Vegas,89030,3,47,1,Fast Food;American (Traditional);Hotels & Travel;Bed & Breakfast;Restaurants;Breakfast & Brunch
13659,"""MI Barrio's Halal Food Cart""","""9430 University City Blvd""",Charlotte,28213,5,8,1,Halal;Food;Food Trucks;Restaurants
13660,"""La Baguette""","""75 Lothian Road""",Edinburgh,EH3 9AW,4,5,1,Coffee & Tea;Fast Food;Food;Restaurants
13661,"""Montana's BBQ & Bar""","""17450 Yonge St""",Newmarket,L3Y 6Y9,2,13,1,Steakhouses;Restaurants;Canadian (New);Comfort Food
13662,"""R Lafleur""","""7000 Avenue Auteuil""",Brossard,J4Z 3P2,3.5,5,1,French;Restaurants;Food
13663,"""Wendy's""","""11640 Providence Rd""",Charlotte,28277,2,7,1,Fast Food;Burgers;Restaurants
13664,"""Arby's""","""525 W Broadway Rd""",Tempe,85282,3,17,1,Fast Food;Restaurants;Sandwiches
13665,"""Riverside Fish House""","""1351 Dallas Stanley Hwy""",Dallas,28034,3.5,10,1,Restaurants;Seafood;Southern
13666,"""Sunlight Chinese Food""","""63 Kennedy Road N""",Brampton,L6V 1X6,3.5,5,1,Specialty Food;Imported Food;Chinese;Restaurants;Ethnic Food;Food
13667,"""Antipasto""","""Seestr. 2""",Ludwigsburg,71638,3.5,15,1,Wine Bars;Bars;Seafood;Nightlife;Restaurants;German
13668,"""Yukon Grille""","""4575 Boulder Hwy""",Las Vegas,89121,4,20,1,American (New);Restaurants;Steakhouses;Food
13669,"""Blasted Barley Beer Company""","""404 S Mill Ave, Ste 101""",Tempe,85281,3.5,217,1,Bars;Restaurants;Event Planning & Services;Caterers;Food;Gastropubs;Breweries;Pubs;Nightlife
13670,"""Wild Wing""","""8180-8220 Bayview Avenue, Unit 12-14""",Thornhill,L3T 2S2,2,24,1,Hot Dogs;Food;Restaurants;Desserts;Chicken Wings
13671,"""The Flying Pigeon""","""4610 N 7th St""",Phoenix,85014,4.5,6,1,Restaurants;Food Trucks;Food
13672,"""Olive Tree Market & Grill""","""1930 W Pinnacle Peak Rd, Ste 101""",Phoenix,85027,4.5,157,1,Mediterranean;Ethnic Food;Coffee & Tea;Restaurants;Specialty Food;Food;Greek
13673,"""Topham Corner""","""963 O'Connor Drive""",Toronto,M4B 2T1,4.5,14,1,Bistros;American (Traditional);Canadian (New);Breakfast & Brunch;Restaurants;Arts & Entertainment;Nightlife;Comfort Food;Jazz & Blues
13674,"""Sushitto On the Road""","""598 College Street""",Toronto,M6G 1B4,4,39,1,Restaurants;Food;Asian Fusion;Food Trucks
13675,"""Kathryn's Bar & Grill""","""376 Kingston Road""",Pickering,L1V 6K4,2.5,6,1,Seafood;Restaurants
13676,"""The Brass Tap - South End""","""1440 S Tryon St""",Charlotte,28203,3,118,1,Beer Gardens;Beer;Wine & Spirits;Nightlife;Food;Restaurants;American (New)
13677,"""Caribbean Palm Tempe""","""3134 S Mill Ave""",Tempe,85282,4.5,8,1,Juice Bars & Smoothies;Bakeries;Food;Salad;Caribbean;Restaurants;Seafood
13678,"""BJ's Restaurant & Brewhouse""","""7880 Mentor Ave""",Mentor,44060,3,96,1,Restaurants;American (New);Food;Breweries;Pizza
13679,"""William J. Walter""","""5 Place Simon Valois""",Montréal,H1W 0A6,4.5,7,1,Beer;Wine & Spirits;Sandwiches;Meat Shops;Specialty Food;Food;Restaurants
13680,"""Beef 'O' Brady's""","""3975 Cascades Blvd""",Kent,44240,3,23,1,Nightlife;American (Traditional);Pubs;Restaurants;Fast Food;Sports Bars;Bars
13681,"""McDonald's""","""870 N Dysart Rd""",Goodyear,85338,1.5,18,1,Burgers;Fast Food;Restaurants
13682,"""Montreal Pool Room""","""1200 Boulevard Saint-Laurent""",Montréal,H2X 2S5,4,65,1,Comfort Food;Poutineries;Hot Dogs;Restaurants
13683,"""Stownut Donut & Diner""","""3055 Graham Rd""",Stow,44224,4,63,1,Restaurants;Breakfast & Brunch;Fast Food;Food;Donuts
13684,"""Ocean Prime""","""5455 E High St""",Phoenix,85054,4,192,1,Cocktail Bars;American (New);Nightlife;Seafood;Bars;Restaurants;Steakhouses
13685,"""La Piñata""","""5521 N 7th Ave""",Phoenix,85013,4,183,1,Mexican;Food;Nightlife;Desserts;Bars;Restaurants
13686,"""Z-Teca""","""North York Centre Food Court, 5150 Yonge Street""",Toronto,M2N 6L6,3,6,1,Restaurants;Mexican;Food Court;Fast Food
13687,"""Markham Sushi""","""17 Wootten Way N""",Markham,L3P 2Y2,3.5,39,1,Restaurants;Seafood;Sushi Bars;Japanese
13688,"""Long John Silver's""","""313 S Power Rd""",Mesa,85208,3,16,1,Seafood;Restaurants;American (New);Fast Food
13689,"""Dairy Queen - Orange Julius""","""3107 S Gilbert Rd, Ste 112""",Gilbert,85295,3,24,1,Fast Food;Desserts;Ice Cream & Frozen Yogurt;Food;Restaurants
13690,"""Mr Jerk""","""209 Wellesley Street E""",Toronto,M4X 1G1,4,70,1,Seafood;Caribbean;Ethnic Food;Food;Restaurants;Specialty Food;Imported Food
13691,"""McDonald's""","""2362 Finch Avenue W""",Toronto,M9M 2C7,2,3,1,Fast Food;Coffee & Tea;Restaurants;Burgers;Food
13692,"""KFC""","""2757 E Main St""",Mesa,85213,1.5,12,1,Food;Chicken Wings;Restaurants;Fast Food
13693,"""Tea Station""","""4355 Spring Mountain Rd, Ste 106""",Las Vegas,89102,3,682,1,Food;Coffee & Tea;Restaurants;Taiwanese
13694,"""Raising Cane's""","""6051 N Decatur Blvd""",Las Vegas,89130,4,34,1,American (Traditional);Chicken Wings;Chicken Shop;Fast Food;Restaurants
13695,"""Dude Where's my Hotdog""","""""",Las Vegas,89147,4.5,19,1,Fast Food;Food Trucks;Hot Dogs;Food;Restaurants
13696,"""China China Express""","""2836 Av Victoria Park""",North York,M2J 4A8,2.5,7,1,Chinese;Restaurants;Food;Specialty Food;Imported Food;Ethnic Food
13697,"""Eis-Bistro Pinguin""","""Eugensplatz 2 A""",Stuttgart,70184,3.5,53,1,Food;Ice Cream & Frozen Yogurt;Coffee & Tea;Restaurants;Cafes
13698,"""McDonald's""","""10400 Rue Lajeunesse""",Montréal,H3L 2E5,3.5,3,1,Restaurants;Burgers;Fast Food
13699,"""Ricks Good Eats""","""6660 Kennedy Road, Unit 1""",Mississauga,L5T 2V3,4.5,146,1,Restaurants;Indian;Food;Canadian (New)
13700,"""Feast Buffet""","""4949 N Rancho Dr""",Las Vegas,89130,2.5,140,1,Restaurants;Food;Buffets
13701,"""Beaumont Kitchen""","""25 The West Mall""",Etobicoke,M9C 1B8,4,43,1,Canadian (New);Food;Nightlife;American (Traditional);Desserts;Bars;Restaurants
13702,"""Sonic""","""6413 University Ave""",Middleton,53562,2.5,34,1,Fast Food;Restaurants
13703,"""Tim Hortons""","""1110 Don Mills Rd""",North York,M3B 3R7,2,6,1,Cafes;Coffee & Tea;Food;Donuts;Restaurants
13704,"""Bach Yen""","""738 Gerrard Street E""",Toronto,M4M 1Y3,4,167,1,Imported Food;Vietnamese;Restaurants;Food;Specialty Food;Juice Bars & Smoothies;Thai;Ethnic Food
13705,"""LaBella Pizzeria and Restaurant""","""6505 N 7th St""",Phoenix,85014,4,86,1,Kosher;Pizza;Restaurants;Seafood;Italian
13706,"""Paid In Full""","""7225 S Durango Dr, Ste 105""",Las Vegas,89113,4.5,50,1,Restaurants;Korean;Tapas/Small Plates;Japanese;Food;Street Vendors
13707,"""My Sweet Blessings Bakery and Bistro""","""34250 N 60th St""",Scottsdale,85266,4.5,29,1,Custom Cakes;Restaurants;Bakeries;Food;Breakfast & Brunch
13708,"""Cleveland Clinic Cafeteria""","""9500 Euclid Ave, Bldg C, Fl 1""",Cleveland,44195,3,8,1,Pizza;Food;Restaurants;Bakeries;American (New);Do-It-Yourself Food;Cafeteria
13709,"""Glass Nickel Pizza""","""2916 Atwood Ave""",Madison,53704,4,189,1,Chicken Wings;Food;Sandwiches;Food Delivery Services;Pizza;Pasta Shops;Gluten-Free;Bars;Nightlife;Italian;Restaurants;Specialty Food
13710,"""K2 Kebab House""","""44 S Clerc St""",Edinburgh,EH8 9PS,3,4,1,Restaurants;Indian;Fast Food
13711,"""Nana's Soul Food Kitchen""","""2908 Oak Lake Blvd, Ste 106""",Charlotte,28208,4,274,1,Ethnic Food;Food;Soul Food;Restaurants;Specialty Food
13712,"""Rock n Roll Sushi""","""3049 S Las Vegas Blvd, Ste 20, Key Center""",Las Vegas,89109,3,107,1,Sushi Bars;Restaurants;Japanese;Ethnic Food;Specialty Food;Imported Food;Food
13713,"""Cookie's BBQ""","""800 E Karen Ave""",Las Vegas,89109,4,8,1,Restaurants;Barbeque;Soul Food
13714,"""Pampanga Specialty Delicacies""","""4135 S Buffalo Dr, Ste 102""",Las Vegas,89147,3.5,15,1,Bakeries;Restaurants;Food;Filipino
13715,"""Habib's Persian Cuisine""","""2575 S Decatur Blvd""",Las Vegas,89102,3.5,154,1,Desserts;Restaurants;Food;Middle Eastern;Persian/Iranian
13716,"""Mr. Ribs & Mrs. Rice""","""4120 Spring Mountain Rd""",Las Vegas,89102,4.5,58,1,Restaurants;Barbeque;Food;Food Trucks
13717,"""Acqua Dolce""","""50 Prince Edward Island Crescent""",Toronto,M6K 3C3,3.5,6,1,Pizza;Food;Event Planning & Services;Seafood;Restaurants;Italian
13718,"""Dairy Queen Lachine""","""3210 Boulevard Saint-Joseph""",Lachine,H8T 1P4,3.5,7,1,Fast Food;Restaurants
13719,"""Jimmy John's""","""4811 William Penn Hwy""",Murrysville,15632,3.5,3,1,Food Delivery Services;Sandwiches;Food;Restaurants
13720,"""Midwood Smokehouse""","""540 Brandywine Rd""",Charlotte,28209,4.5,45,1,Nightlife;Barbeque;Bars;Restaurants;Food;Smokehouse
13721,"""Fair Grounds Organic Café & Roastery""","""3785 Lake Shore Boulevard W""",Toronto,M8W 1R1,4,34,1,Cafes;Coffee & Tea;Food;Restaurants;Coffee Roasteries
13722,"""Sabroso Mexican Delights""","""1933 Penn Ave""",Pittsburgh,15222,4,5,1,Latin American;Food;Mexican;Street Vendors;Restaurants
13723,"""The Tampered Press""","""256 Crawford Street, Unit B""",Toronto,M6J 2V8,4,63,1,Restaurants;Cafes;Food;Coffee & Tea
13724,"""Swiss Chalet Rotisserie & Grill""","""345 Bloor St E""",Toronto,M4W 3J6,2,33,1,Comfort Food;Canadian (New);Restaurants;American (Traditional)
13725,"""Bassline Music Bar""","""865 Bloor Street W""",Toronto,M6G 1M5,4,12,1,Arts & Entertainment;Restaurants;Nightlife;Bars;Comfort Food;Music Venues
13726,"""Hardee's""","""36900 Vine St""",Willoughby,44094,4,4,1,American (Traditional);Burgers;Fast Food;Desserts;Breakfast & Brunch;Food;Restaurants;Diners
13727,"""Steve's Krazy Sub""","""1752 S Signal Butte Rd""",Mesa,85209,4,23,1,Food;Restaurants;Sandwiches;Ice Cream & Frozen Yogurt
13728,"""Donut Bar""","""124 S 6th St, Ste 140""",Las Vegas,89101,4.5,637,1,Restaurants;Food;Coffee & Tea;Breakfast & Brunch;Donuts
13729,"""Tempe Marketplace""","""2000 E Rio Salado Pkwy""",Tempe,85281,3.5,220,1,Diners;Shopping;Restaurants;Food;Shopping Centers
13730,"""Pizzaiolo""","""745 Mount Pleasant""",Toronto,M4S 2N4,3,9,1,Food;Restaurants;Vegan;Gluten-Free;Pizza
13731,"""McDonald's""","""85 Ellesmere Road""",Scarborough,M1R 4B8,1.5,7,1,Fast Food;Restaurants;Burgers
13732,"""Great Steak & Potato""","""755 S Grand Central Pkwy""",Las Vegas,89106,2,5,1,Restaurants;Fast Food
13733,"""Molly's Tamales""","""8806 43rd Ave""",Glendale,85302,3.5,26,1,Mexican;Specialty Food;Ethnic Food;Food;Restaurants;Imported Food
13734,"""Main Street Kitchen""","""120 E Main St""",Stoughton,53589,4,7,1,Food;Sandwiches;Cafes;Restaurants;Coffee & Tea
13735,"""Battiste & Dupree Cajun Grill""","""1992 Warrensville Center Rd""",Cleveland,44121,4,65,1,Sandwiches;Restaurants;Cajun/Creole;Seafood
13736,"""JUICE BOX""","""3100 N Davidson St, Ste 101""",Charlotte,28205,3.5,22,1,Juice Bars & Smoothies;Food;Specialty Food;Vegetarian;Fruits & Veggies;Restaurants
13737,"""Robinia Courtyard""","""829 E Washington Ave""",Madison,53703,4.5,5,1,Nightlife;Beer Gardens;Event Planning & Services;Food Court;Restaurants;Venues & Event Spaces
13738,"""Ruth's Chris Steak House""","""7001 N Scottsdale Rd, Ste 290""",Scottsdale,85253,4,332,1,Restaurants;Food;Seafood;American (Traditional);Steakhouses
13739,"""Subway""","""132 Front Street E, Unit 1B""",Toronto,M5A 1E2,1.5,3,1,Sandwiches;Food;Restaurants;Fast Food
13740,"""Café l'Étincelle""","""1991 Rue Beaubien E""",Montréal,H2G 1M2,5,7,1,Cafes;Coffee & Tea;Food;Restaurants
13741,"""The Library Cafe & Bar""","""320 N Randall Ave""",Madison,53715,3.5,44,1,American (Traditional);Bars;Food;Nightlife;Coffee & Tea;Lounges;Restaurants
13742,"""Captain Bill's""","""2701 Century Harbor Rd""",Middleton,53562,2.5,82,1,Restaurants;Seafood
13743,"""Sushilädle""","""Bahnhofstr. 117""",Fellbach,70736,4,4,1,Food;Restaurants;Specialty Food;Sushi Bars
13744,"""Dogos El Yori""","""1206 E Broadway Rd""",Mesa,85204,4.5,4,1,Hot Dogs;Street Vendors;Mexican;Food;Restaurants
13745,"""Nathan's Famous""","""3645 Las Vegas Blvd""",Las Vegas,89109,2.5,53,1,Hot Dogs;Restaurants;Breakfast & Brunch;Fast Food
13746,"""Rubio's Coastal Grill""","""5055 West Ray Rd, Ste 3-4""",Chandler,85226,3.5,54,1,Event Planning & Services;Caterers;Mexican;Restaurants;Salad;Seafood
13747,"""Sonic - Mesa""","""1260 S Val Vista Dr""",Mesa,85204,1.5,36,1,Fast Food;Restaurants
13748,"""Panera Bread""","""7145 E Indian School Rd""",Scottsdale,85251,3.5,23,1,Food;Bakeries;Sandwiches;Restaurants;Bagels
13749,"""Other Mama""","""3655 S Durango, Unit 6""",Las Vegas,89147,4.5,480,1,Nightlife;Bars;Cocktail Bars;Restaurants;Live/Raw Food;Seafood;Sushi Bars
13750,"""Sonic""","""7390 W Cheyenne Ave""",Las Vegas,89129,3,68,1,Restaurants;Fast Food;American (Traditional)
13751,"""Sandwich Culture""","""24 Haymarket Terrace""",Edinburgh,EH12 5JZ,4,7,1,Delis;Food;Coffee & Tea;Sandwiches;Restaurants
13752,"""The Beachcomber Truck""","""80 N Main St""",Hudson,44236,4.5,6,1,Restaurants;Food Trucks;American (New);Food
13753,"""Smoothie Run - Gilbert""","""1633 S Higley Rd, Ste 101""",Gilbert,85295,2.5,19,1,Breakfast & Brunch;Restaurants;Juice Bars & Smoothies;Pizza;Sandwiches;Salad;Food
13754,"""Mercurio's""","""5523 Walnut St""",Pittsburgh,15232,4,282,1,Pizza;Food;Ice Cream & Frozen Yogurt;Restaurants;Gelato
13755,"""Boston Market""","""236 E Bell Rd""",Phoenix,85022,3.5,32,1,Caterers;Restaurants;American (Traditional);Comfort Food;Event Planning & Services
13756,"""Burger Stomper""","""364 Danforth Avenue""",Toronto,M4K 2Z1,3.5,76,1,American (Traditional);Beer;Wine & Spirits;Restaurants;Burgers;Food
13757,"""Arthur's At Belk""","""4400 Sharon Rd""",Charlotte,28211,4,44,1,Beer;Wine & Spirits;Burgers;Sandwiches;Food;Restaurants
13758,"""CocoaLatte""","""671 St. Clair Avenue W""",Toronto,M6C 1A7,4,51,1,Coffee & Tea;Breakfast & Brunch;Restaurants;Sandwiches;Food
13759,"""Al-Karam Sweets""","""3001 Markham Road, Suite 15""",Scarborough,M1X 1L6,4,8,1,Food;Desserts;Restaurants;Indian;Local Flavor;Pakistani
13760,"""Burger King""","""1280 N Town Ctr Dr""",Las Vegas,89144,3,18,1,Fast Food;Restaurants;Burgers
13761,"""Backyard Taco""","""1524 E University""",Mesa,85203,4.5,892,1,Mexican;Restaurants;Food
13762,"""Jaunty Goat""","""57 Bridge Street""",Chester,CH1 1NG,4,4,1,Cafes;Patisserie/Cake Shop;Restaurants;Coffee & Tea;Food
13763,"""Tim Hortons""","""638 Dixon Road""",Etobicoke,M9W 1J1,4.5,3,1,Restaurants;Coffee & Tea;Cafes;Food;Bakeries
13764,"""Vig Deli""","""12300 Las Vegas Blvd S""",Henderson,89044,3.5,122,1,Restaurants;Delis;American (New);Sandwiches;Buffets;Seafood
13765,"""Five Guys""","""1515 N 7th Ave""",Phoenix,85003,3.5,42,1,Restaurants;American (New);Burgers;Fast Food
13766,"""Tea & Toast""","""915 N Central Ave""",Phoenix,85004,4,52,1,Food;Restaurants;Coffee & Tea;Breakfast & Brunch;Tea Rooms;Cafes
13767,"""Black Mountain Coffee Shop""","""7211 E Ho Rd, Ste 23""",Carefree,85377,4,68,1,Food;Coffee & Tea;Burgers;Breakfast & Brunch;Restaurants
13768,"""Bonsa Sushi""","""4818 Rue Saint Denis""",Montréal,H2J 2L6,4,10,1,Sushi Bars;Restaurants;Food
13769,"""Patisserie Madeleine""","""27b Raeburn Place""",Edinburgh,EH4 1HU,5,21,1,Desserts;Patisserie/Cake Shop;Food;Restaurants;Coffee & Tea;French
13770,"""Mister Brisket""","""2156 S Taylor Rd""",Cleveland,44118,4.5,63,1,Meat Shops;Restaurants;Specialty Food;Butcher;Food;Sandwiches
13771,"""Subway""","""4111 Boulder Hwy""",Las Vegas,89121,2.5,5,1,Restaurants;Fast Food;Sandwiches
13772,"""Del Taco""","""7757 N El Capitan Way""",Las Vegas,89143,3,35,1,Restaurants;Fast Food
13773,"""Prairie Lamb Kabob""","""4300 Steeles Avenue E, Pacific Mall""",Markham,L3R 0N8,3.5,8,1,Food Court;Restaurants
13774,"""Panera Bread""","""3987 Highway 7 Unit 1, Unit 1""",Markham,L3R 5M6,3,65,1,Soup;Breakfast & Brunch;Salad;Food;Bagels;Restaurants;Sandwiches
13775,"""Buck & Badger""","""115 State St""",Madison,53703,2.5,78,1,Nightlife;Comfort Food;Bars;Restaurants
13776,"""Popeyes Louisiana Kitchen""","""1531 Dundas St E""",Whitby,L1N 2K6,2,9,1,Fast Food;Cajun/Creole;Restaurants
13777,"""Last Drop Cafe""","""549 Sammon Avenue""",East York,M4J 2B3,4,17,1,Food;Event Planning & Services;Coffee & Tea;Caterers;Breakfast & Brunch;Restaurants;Sandwiches
13778,"""Chipotle Mexican Grill""","""5880 W Thunderbird Rd, Ste 1""",Glendale,85306,3.5,69,1,Restaurants;Mexican;Tex-Mex;Fast Food
13779,"""Mean Bao""","""181A Carlaw Avenue""",Toronto,M4M 2S1,4,43,1,Chinese;Restaurants;Comfort Food;Dim Sum
13780,"""Roberto's Taco Shop""","""6650 Vegas Dr""",Las Vegas,89108,3,52,1,Restaurants;Fast Food;Mexican
13781,"""Press Coffee""","""1616 N Central Ave, Ste 102""",Phoenix,85004,4,29,1,Coffee Roasteries;Food;Coffee & Tea;Restaurants;Breakfast & Brunch
13782,"""TOGO'S Sandwiches""","""1520 W Guadalupe Rd, Ste 101""",Gilbert,85233,4,61,1,Sandwiches;Delis;Restaurants;Fast Food
13783,"""Barriques - West Wash""","""127 W Washington Ave""",Madison,53702,4,147,1,Food;Restaurants;Sandwiches;Bars;Coffee & Tea;Nightlife
13784,"""Discofries""","""615 State St""",Madison,53703,3,4,1,Poutineries;Donuts;Food;Restaurants;Breakfast & Brunch
13785,"""Subway""","""3640 Saint-Laurent Boulevard""",Montréal,H2X 2V4,2.5,3,1,Restaurants;Sandwiches;Fast Food
13786,"""Pot Tea Social House""","""7815 S Rainbow Blvd, Ste 102""",Las Vegas,89139,4,273,1,Asian Fusion;Seafood;Taiwanese;Food;Coffee & Tea;Restaurants
13787,"""McDonald's""","""2051 W Broadway""",Monona,53713,2,11,1,Burgers;Restaurants;Fast Food
13788,"""Allencourt Family Restaurant Fish & Chips""","""614 Major MacKenzie Drive E""",Richmond Hill,L4C 1J8,3.5,23,1,Restaurants;Fish & Chips;Seafood
13789,"""Pie Bar""","""207 Queens Quay W, Suite 155""",Toronto,M5J,3.5,12,1,Cocktail Bars;Pizza;Restaurants;Italian;Gelato;Bars;Food;Nightlife
13790,"""Chipotle Mexican Grill""","""6717 Egate Dr""",Mayfield Heights,44124,2,41,1,Fast Food;Mexican;Restaurants
13791,"""Schlemmermeyer""","""Schulstr. 18""",Stuttgart,70173,5,3,1,Butcher;Food Stands;Specialty Food;Meat Shops;Food;Restaurants;Delicatessen
13792,"""El Rancho""","""430 College Street""",Toronto,M5T 1T3,3.5,25,1,Mexican;Food;Nightlife;Bars;Spanish;Restaurants;Latin American
13793,"""Spoonwood Brewing""","""5981 Baptist Rd""",Pittsburgh,15236,3.5,173,1,Breweries;Pizza;Restaurants;Food
13794,"""Whole Foods Market""","""111 Siena Dr""",Upper Saint Clair,15241,3.5,25,1,Health Markets;Organic Stores;Bakeries;Restaurants;Bars;Beer;Wine & Spirits;Pubs;Food;Specialty Food;Nightlife;Grocery;Cafes
13795,"""Cafe Cuneo""","""Senefelder Str. 67""",Stuttgart,70176,4.5,6,1,Restaurants;Coffee & Tea;Cafes;Food
13796,"""Ice Land Vegas""","""1000 S Rampart Blvd, Ste 15""",Las Vegas,89145,4,39,1,Desserts;Cafes;Ice Cream & Frozen Yogurt;Food;Restaurants;Gelato;Coffee & Tea
13797,"""Rise & Shine - A Steak & Egg Place""","""10690 Southern Highlands Pkwy""",Las Vegas,89141,4,1191,1,Food;Breakfast & Brunch;Steakhouses;American (Traditional);Grocery;Restaurants
13798,"""Green Grotto""","""832 Bay Street""",Toronto,M5S 1Z6,3.5,9,1,Taiwanese;Food;Restaurants;Bubble Tea;Tea Rooms
13799,"""Panera Bread""","""4172 William Penn Hwy""",Monroeville,15146,3,42,1,Salad;Food;Bagels;Sandwiches;Bakeries;Restaurants;Breakfast & Brunch;Soup
13800,"""Europeans Best Bakery & More""","""19608 W 130th St""",Strongsville,44136,4,18,1,Bakeries;Restaurants;Food;Breakfast & Brunch
13801,"""The Big Carrot Organic Juice Bar""","""348 Danforth Avenue""",Toronto,M4K 1N8,3,9,1,Food;Restaurants;Sandwiches;Coffee & Tea;Juice Bars & Smoothies
13802,"""La Salsita""","""311 W Main St""",Mesa,85201,3,6,1,Mexican;Fast Food;Restaurants
13803,"""Swiss Chalet Rotisserie & Grill""","""6970 Financial Dr""",Mississauga,L5N 8J4,2,16,1,Comfort Food;American (Traditional);Restaurants;Canadian (New)
13804,"""Tropical Smoothie Cafe""","""9773 W Flamingo Rd, Ste 100""",Las Vegas,89147,2,184,1,Food;Breakfast & Brunch;Restaurants;Salad;Sandwiches;Juice Bars & Smoothies
13805,"""Lucy's Fountainhead Cafe""","""1501 W Fountainhead Pkwy, Ste 140""",Tempe,85282,4.5,15,1,Breakfast & Brunch;Restaurants;Coffee & Tea;Sandwiches;Food
13806,"""Topper's Pizza""","""3500 Brock St N, Unit 2""",Whitby,L1R 3J4,3,4,1,Pizza;Food;Fast Food;Chicken Wings;Restaurants;Food Delivery Services
13807,"""Top Shabu-Shabu & Lounge""","""114 Atwood St""",Pittsburgh,15213,3.5,74,1,Asian Fusion;Sushi Bars;Restaurants;Chinese;Soup;Hot Pot;Japanese;Seafood
13808,"""Subway""","""755 S Grand Central Pkwy, Ste 1480""",Las Vegas,89106,2.5,7,1,Sandwiches;Fast Food;Restaurants
13809,"""Chipotle Mexican Grill""","""4137 William Penn Hwy""",Monroeville,15146,3,32,1,Fast Food;Restaurants;Mexican
13810,"""White Castle""","""107 N 4th St""",Las Vegas,89101,2.5,39,1,Burgers;Fast Food;Restaurants;American (Traditional)
13811,"""Panera Bread""","""623 Clairton Blvd""",Pleasant Hills,15236,3,6,1,Restaurants;Food;Salad;Sandwiches;Bagels;Bakeries;Soup;Breakfast & Brunch
13812,"""Ellie's""","""14486 Cedar Rd""",University Heights,44118,4,7,1,Waffles;Restaurants;Kosher;Food;Coffee & Tea;Juice Bars & Smoothies;Bakeries;Ice Cream & Frozen Yogurt;Desserts
13813,"""Barburrito""","""6 Shandwick Place""",Edinburgh,EH2 4RN,3,4,1,Mexican;Fast Food;Restaurants
13814,"""Epic Pita""","""15 Ashby Field Road, Unit 14""",Brampton,L6X 3B7,4,20,1,Restaurants;Halal;Mediterranean;Fast Food
13815,"""Joe Philly's Pizza""","""6400 S Eastern Ave, Ste 25""",Las Vegas,89119,3.5,152,1,Restaurants;Sandwiches;Food;Pizza;American (Traditional)
13816,"""Upstream""","""6902 Phillips Place Ct""",Charlotte,28210,4,203,1,Wine Bars;Sushi Bars;Restaurants;Nightlife;Seafood;Bars;Breakfast & Brunch
13817,"""Chick-fil-A""","""8411 Northlake Commons Blvd""",Charlotte,28216,3.5,20,1,Chicken Wings;Fast Food;Restaurants;Event Planning & Services;Caterers
